,mean,sd
78,-0.7112654,0.23861326
79,-0.64407986,0.23290105
80,-0.850828,0.13696715
81,-0.8331931,0.1352884
82,-0.54804295,0.09292193
83,-0.59016955,0.21146902
84,-0.9169343,0.2146619
85,-0.73722684,0.19608457
86,-0.7870727,0.17657481
87,-0.80688155,0.22567841
88,-0.703194,0.2777644
89,-0.84449065,0.32448936
90,-0.76774776,0.26895377
91,-0.6062877,0.3083535
92,-1.0216706,0.23608984
93,-0.5130087,0.097608685
94,-0.7735107,0.20519654
95,-0.55499506,0.15843523
96,-0.86615753,0.24089096
97,-1.3970906,0.41639012
98,-0.59435236,0.17984378
99,-0.643448,0.23274127
100,-0.5812351,0.19810614
101,-0.5589185,0.2622672
102,-0.5983778,0.24200563
103,-0.74566674,0.10591564
104,-0.9029478,0.21915756
105,-0.053983867,0.21043976
106,-0.47581854,0.19653133
107,-0.5993074,0.20213571
108,-0.49348766,0.15678857
109,-0.80011576,0.19265012
110,-0.81618655,0.17455079
111,-0.7209405,0.119770885
112,-0.8735682,0.17570725
113,-0.8874156,0.205714
114,-0.1431826,0.18615267
115,-0.92424965,0.16960634
116,-0.79962164,0.14998423
117,-0.68303573,0.13746427
118,-0.63036174,0.25391588
119,-0.37859052,0.10340482
120,-0.91669255,0.19449721
121,-0.49662846,0.20691906
122,-0.7175815,0.11509976
123,-0.556129,0.2105453
124,-1.110426,0.12226322
125,-0.6788374,0.15529005
126,-0.5510973,0.23051728
127,-0.6650165,0.11194688
128,-0.440139,0.114681944
129,-0.7731467,0.201978
130,-0.692741,0.17994316
131,-1.0435365,0.15371245
132,-0.5943373,0.16400969
133,-0.8205689,0.2474512
134,-0.71598274,0.1083216
135,-0.848724,0.15981798
136,-0.50573885,0.21778283
137,-0.7817327,0.14988098
138,-0.9763837,0.22751734
139,-0.2982486,0.13583164
140,-0.6269156,0.16163933
141,-0.5132189,0.10881267
142,-0.5657638,0.10700783
143,-0.78123105,0.20264336
144,-0.67675096,0.19940113
145,-0.6162044,0.19175738
146,-0.59471184,0.24324232
147,-0.7742111,0.1595721
148,-1.0145845,0.13291919
149,-0.68924236,0.14922135
150,-0.69701374,0.10355128
151,-0.5988472,0.113699794
152,-0.66248024,0.24935062
153,-0.44477597,0.11701221
154,-0.64374495,0.14747459
155,-0.5862428,0.12364429
156,-0.724892,0.2055234
157,-0.5160551,0.16275485
158,-0.54866976,0.11370595
159,-0.87135136,0.19757149
160,-0.84447443,0.112220995
161,-0.6860213,0.1714653
162,-0.79528147,0.19652623
163,-0.7375577,0.2693279
164,-0.8287548,0.17207173
165,-0.71239215,0.17536286
166,-0.83102655,0.16812448
167,-0.63270915,0.12736136
168,-0.8640598,0.26408646
169,-1.0271227,0.17132089
170,-0.80527174,0.16791692
171,-0.5954789,0.16177851
172,-0.79287416,0.1595223
173,-0.17016038,0.14811979
174,-0.57321626,0.1880296
175,-0.83467656,0.21514867
176,-0.63869745,0.20304446
177,-0.462521,0.13138925
178,-0.56406486,0.14063148
179,-1.1599462,0.18295589
180,-0.78361046,0.22897561
181,-0.67867166,0.13915573
182,-0.41067132,0.109607354
183,-0.9141208,0.16536322
184,-1.1900196,0.18126623
185,-0.4045593,0.13564108
186,-0.5529009,0.13285938
187,-0.5947176,0.1936848
188,-0.653124,0.20334314
189,-0.64137554,0.16777073
190,-0.6805652,0.22553447
191,-0.7984139,0.17389655
192,-0.57834274,0.15511657
193,-0.70975447,0.2121416
194,-0.6824347,0.11278198
195,-0.8597204,0.16497451
196,-0.92395175,0.18142138
197,-1.1244538,0.24596988
198,-0.7083988,0.1159759
199,-0.8224702,0.22266454
200,-0.7994233,0.24188396
201,-0.6965108,0.1957922
202,-0.613662,0.10801015
203,-0.12495959,0.79214275
204,-0.8678063,0.15455939
205,0.19150913,0.13826269
206,-0.6591424,0.22694299
207,-0.7781659,0.16119218
208,-0.63757724,0.1483728
209,-0.5506393,0.20838043
210,-0.57291836,0.14838563
211,0.004816412,0.23762336
212,-0.7963797,0.12556036
213,-0.6177966,0.14039372
214,-0.41022697,0.09111348
215,-0.74453175,0.20930183
216,-0.56768644,0.20162204
217,-0.1345834,0.74521196
218,-0.44754148,0.11588823
219,-1.0738071,0.17726263
220,-0.80667514,0.17515647
221,-0.8220068,0.16372548
222,-0.69043434,0.27907977
223,-0.73739827,0.09950079
224,-0.96065027,0.2262774
225,-0.66153973,0.15752585
226,-0.7276036,0.22089827
227,-0.7274704,0.18444349
228,-0.5635244,0.12442684
229,-0.5639098,0.15737846
230,-0.8055981,0.25586912
231,-0.42485005,0.13912268
232,-0.68484,0.21563207
233,-0.94187593,0.16901715
234,-0.5603725,0.19926019
235,-0.67208415,0.17210779
236,-0.54502535,0.15280874
237,-0.6037095,0.15771288
238,-0.79297096,0.29219666
239,-0.57103026,0.14196858
240,-0.46748525,0.14559981
241,-0.29019555,0.11137058
242,-0.57155555,0.15982267
243,-0.60787773,0.18135741
244,-0.69326264,0.2306214
245,-0.7489576,0.24144165
246,-0.9045946,0.24879445
247,-0.82522327,0.2106951
248,-0.65026665,0.188741
249,-0.7872656,0.16900745
250,-0.9124199,0.17473811
251,-0.6401114,0.17352553
252,-1.0050235,0.1745382
253,-0.92406815,0.20762776
254,-0.94413507,0.18061322
255,-0.7369478,0.18882018
256,-0.94480765,0.13624893
257,-0.5987915,0.23130873
258,-0.78294814,0.21845111
259,-0.72203505,0.18480642
260,-0.3989186,0.13313265
261,-0.6189968,0.122565575
262,-0.93135804,0.2648638
263,-0.6958635,0.23265329
264,-0.4305722,0.10862717
265,-0.5786152,0.20699432
266,-0.8989695,0.1316882
267,-0.40317622,0.07079983
268,-0.7137037,0.12029677
269,-0.8695013,0.18347931
270,-0.95572245,0.2077133
271,-0.6526553,0.32895592
272,-0.7719742,0.2060231
273,-0.7893592,0.1383493
274,-0.7097851,0.14158028
275,-0.62485933,0.16924857
276,-0.64230233,0.1886996
277,-0.6451,0.13486691
278,-0.8681332,0.24027473
279,-0.6336206,0.15132274
280,-0.897884,0.13266173
281,-0.88622963,0.24355067
282,-0.879254,0.22261354
283,-0.58370787,0.13230604
284,0.35201973,0.22755729
285,-0.8845421,0.22732317
286,-0.6222021,0.10809151
287,0.26155058,0.22290467
288,-0.73211366,0.12371561
289,-0.72296095,0.13442066
290,-1.080869,0.26353896
291,-0.7445077,0.18120433
292,-0.6806627,0.17195591
293,-0.7808578,0.1533406
294,-0.67406595,0.16260242
295,-0.44147396,0.16395041
296,-0.3864545,0.11717402
297,-0.53187996,0.141317
298,-0.84590834,0.18446536
299,-0.45347613,0.08986036
300,-0.37070695,0.16396232
301,-0.6991507,0.13523762
302,-0.94543,0.18283285
303,-1.0601804,0.20237975
304,-0.8027024,0.14001831
305,-0.5749553,0.121328674
306,-0.58854014,0.16294381
307,-0.80373985,0.18374455
308,-0.8606299,0.15135737
309,-0.6153909,0.19917527
310,-0.5979063,0.15876868
311,-0.6336055,0.19634226
312,-1.0947888,0.23275428
313,-0.41587433,0.095208116
314,-0.79990214,0.26332894
315,-0.62364674,0.16472808
316,-0.47891846,0.12137124
317,-0.56813323,0.17546774
318,-0.54660505,0.10750881
319,-0.78118706,0.19742484
320,-0.66235673,0.16557162
321,-0.57356346,0.20665424
322,-0.56114924,0.11322726
323,-0.51963156,0.14153445
324,-0.7099811,0.1751533
325,-0.535355,0.08259757
326,-0.6556842,0.15473104
327,-0.6422649,0.13851652
328,-0.86240196,0.25986212
329,-0.50362396,0.25231603
330,-0.8170826,0.1799013
331,-0.59217244,0.14433204
332,-0.6657487,0.19979562
333,-0.5645199,0.21265607
334,-0.71312225,0.20767601
335,-0.5894086,0.123687625
336,-0.6293856,0.19869068
337,-0.8110647,0.16501707
338,-1.1630108,0.16487962
339,-0.8955885,0.108293734
340,-0.7631954,0.23797536
341,-0.84014714,0.20795576
342,-0.44625673,0.21748568
343,-0.42494735,0.13658851
344,-0.35731703,0.15266986
345,-0.7169302,0.15254124
346,-0.77198756,0.25492576
347,-0.4976781,0.10464977
348,-0.6507368,0.17716809
349,-0.56288254,0.252066
350,-0.8561344,0.14634359
351,-1.0854105,0.20396285
352,-0.59759384,0.14605933
353,-0.8374893,0.28105703
354,-0.5951646,0.16945475
355,-0.57386553,0.1603509
356,-0.7126713,0.13582481
357,-0.8426868,0.1521074
358,-0.48969144,0.13082866
359,-0.55692637,0.18216126
360,-0.70573497,0.1339431
361,-0.6106656,0.13506512
362,-0.37426016,0.15016416
363,-1.1358027,0.19862485
364,-0.5120522,0.14595546
365,-0.74538517,0.19258994
366,-0.653137,0.216858
367,-0.9473583,0.1615551
368,-0.6230473,0.14800495
369,-1.0346262,0.22371563
370,-0.6689576,0.25539356
371,-0.7648738,0.17895025
372,-1.0098801,0.16245781
373,-0.57387716,0.14120926
374,-0.72033083,0.17071415
375,-0.51288545,0.19708744
376,-0.65833104,0.12669304
377,-0.53759396,0.13195218
378,-0.82843053,0.21614057
379,-0.10492156,0.16190162
380,-0.8469408,0.15267354
381,-0.42774528,0.108836636
382,-0.54176,0.14870043
383,-0.75442344,0.2068508
384,-0.82057714,0.11446318
385,-0.7507279,0.18652993
386,-0.688327,0.102690436
387,-0.7401346,0.12703979
388,-0.4922947,0.12041888
389,-0.44569093,0.077370115
390,-0.7394686,0.22697088
391,-0.799887,0.21329343
392,-0.6532955,0.8527362
393,-0.75298405,0.1971508
394,-0.685311,0.24137543
395,-0.66269463,0.2199485
396,-0.69951713,0.19957283
397,-0.5380822,0.18671305
398,-0.44367975,0.12956202
399,-0.5737406,0.09011118
400,0.032484032,0.21260858
401,-0.87214506,0.10501172
402,-0.64241564,0.21863492
403,-0.48070288,0.20492655
404,-0.8190118,0.2532197
405,-0.68597233,0.17011975
406,-0.79505175,0.17969926
407,0.61748886,0.8179792
408,-0.80625045,0.24075373
409,-0.86336315,0.15552437
410,-0.8163908,0.14225335
411,-0.9678418,0.15597114
412,-0.54759604,0.20685565
413,-0.76702654,0.10104492
414,-0.7207026,0.11034813
415,-0.8100023,0.19332553
416,-0.68632996,0.1904346
417,-0.8029493,0.13242094
418,-0.8193914,0.18485086
419,-0.816614,0.22417437
420,-0.71518224,0.15361749
421,-0.63553953,0.2553227
422,-0.51938754,0.11656131
423,-0.74312747,0.17171246
424,-0.9139163,0.25818247
425,-1.0609825,0.123870455
426,-0.5845712,0.12250798
427,-0.5807074,0.20162942
428,-0.7278021,0.15863307
429,-0.576825,0.114585645
430,-0.59630597,0.14344479
431,-0.59153485,0.07675663
432,-0.7924018,0.23410685
433,-0.8452795,0.16583037
434,-0.7335957,0.28336096
435,-0.7195029,0.17219333
436,-0.6378975,0.1574458
437,-0.6709136,0.13936622
438,-0.89623153,0.19540837
439,-0.43662557,0.1376471
440,-0.46226692,0.101354666
441,-0.7293021,0.14945476
442,-0.9236704,0.14694989
443,-0.44098744,0.14106114
444,-0.6272329,0.14174917
445,0.18321192,0.30234578
446,-0.5844778,0.17648055
447,-0.7295844,0.2020013
448,-0.8097003,0.13928817
449,0.050153695,0.20310253
450,-1.064251,0.2519086
451,-0.18427029,0.19552621
452,-0.9672642,0.16803591
453,-0.6143295,0.20410933
454,-0.5138214,0.22449416
455,-0.70198905,0.24274695
456,-0.8893963,0.22926815
457,-0.52868116,0.12522455
458,-0.6135144,0.27389166
459,-1.1953532,0.18321629
460,-0.6611186,0.13003488
461,-0.53242946,0.19416124
462,-0.5011156,0.26710665
463,-0.5170307,0.12886938
464,-0.8370062,0.17684934
465,-0.6429268,0.23153748
466,-0.87280846,0.15566893
467,-0.5637326,0.15089145
468,-0.7590313,0.14457807
469,-0.61433494,0.13885364
470,-1.018821,0.21134363
471,-0.72529054,0.19967386
472,-0.64955604,0.14906465
473,-0.6115943,0.15487897
474,-0.8889028,0.1549019
475,-0.49504367,0.21378279
476,-0.99339294,0.1580553
477,-0.6168038,0.16144742
478,-0.4847098,0.11901047
479,-0.48596412,0.10569635
480,-0.6477056,0.18455659
481,-0.6339821,0.24732019
482,-0.46721736,0.18139154
483,-0.6164262,0.16988096
484,-0.81086314,0.16324396
485,-0.65931153,0.2259928
486,-0.6938076,0.17387539
487,-0.6850271,0.16138884
488,-0.56306905,0.16671148
489,-0.6342726,0.09449298
490,-0.8276205,0.23075755
491,-1.2388127,0.27388635
492,-0.7237427,0.18142924
493,-0.6641399,0.16330007
494,-0.6782331,0.16833007
495,-0.79021364,0.20577055
496,-0.68311,0.14709
497,-0.8049591,0.2511332
498,-0.68696845,0.15392597
499,-0.33874696,0.13130832
500,-0.8306912,0.22108468
501,-0.9405907,0.18578221
502,-0.6128089,0.22654401
503,-0.645521,0.2511368
504,-0.46075487,0.12515242
505,-0.46049523,0.1559054
506,-0.3062169,0.12712793
507,-0.60130084,0.1664005
508,-0.6416319,0.1158232
509,-0.73095906,0.23908152
510,-0.66364413,0.15429433
511,-0.53325284,0.10195987
512,-0.90957755,0.17219666
513,-0.81848145,0.20376892
514,-0.75187,0.17915721
515,-0.74310803,0.15686613
516,-0.88091624,0.14116511
517,-0.67798936,0.17467587
518,-0.52111083,0.15077657
519,-0.852664,0.21685119
520,-0.6749461,0.16829225
521,-0.8182333,0.16564515
522,-0.703585,0.11815125
523,-0.50308865,0.17015004
524,-0.876527,0.20523116
525,-0.77484834,0.20994613
526,-0.742039,0.22440845
527,-0.9557155,0.17267403
528,-0.7996248,0.10465223
529,-0.93604565,0.2158603
530,-0.5704168,0.17990941
531,-0.7439844,0.16972938
532,-0.65977615,0.16600277
533,-0.5554555,0.12817457
534,-0.5288973,0.16053051
535,-0.87725866,0.14905241
536,-0.8385047,0.17008927
537,-0.3619545,0.09030121
538,-0.6023092,0.27694896
539,-0.89278096,0.20500487
540,0.49710742,0.40718135
541,-0.5877403,0.20123188
542,-0.910302,0.18293995
543,-0.9444624,0.1501702
544,-0.57524043,0.123442486
545,-0.45130444,0.1663961
546,-0.4155847,0.112854406
547,-0.61961377,0.09874091
548,-0.8563121,0.19850725
549,-0.55041057,0.1272744
550,-0.8024453,0.12933439
551,-0.55900824,0.106694765
552,-0.7726485,0.1673065
553,-0.43226308,0.11328851
554,-0.5846065,0.10960915
555,-0.42930013,0.11577482
556,-0.9393078,0.12589228
557,-0.80781066,0.21935602
558,-0.8803793,0.1469784
559,-0.74794304,0.25352213
560,-0.44546542,0.061769668
561,-0.87998104,0.13652748
562,-0.64701456,0.1308006
563,-0.67629796,0.19203229
564,-0.6739942,0.24884944
565,-0.6066001,0.12813604
566,-0.4092949,0.14419611
567,-0.5786002,0.28114977
568,-1.0226301,0.1755893
569,-0.65991926,0.17725067
570,-0.9062891,0.2043839
571,-0.64515954,0.19149709
572,-0.5319294,0.14484946
573,-0.68299264,0.21294956
574,-0.691167,0.19039957
575,-0.7097317,0.17401761
576,-0.99462616,0.15895507
577,-0.73643667,0.17589745
578,-0.70009387,0.07645206
579,-0.5446646,0.18665181
580,-0.79986,0.26025444
581,-0.72439355,0.14085704
582,-0.7000869,0.13715667
583,-0.70897686,0.21327843
584,-0.8991119,0.17489687
585,-0.65552294,0.15905385
586,-0.7997039,0.3017626
587,-0.8752101,0.22225098
588,-0.45942134,0.10468148
589,-0.519145,0.17004195
590,-0.75936735,0.16407038
591,-0.5774582,0.203175
592,-0.7397896,0.12111152
593,-0.82587606,0.16467535
594,-0.50375104,0.13840984
595,-0.5299689,0.1546941
596,-0.6684119,0.16870975
597,-0.7196369,0.11358893
598,-0.68681985,0.20657267
599,-0.81002825,0.23758385
600,-0.7336525,0.14537324
601,-0.64549243,0.2024853
602,-0.99058735,0.17937697
603,-0.6212746,0.18010668
604,-0.7293552,0.18766217
605,-0.7246279,0.17557219
606,-0.5982643,0.17200091
607,-0.7061998,0.32231668
608,-0.60412633,0.10199909
609,-0.5324623,0.19754194
610,-0.47636852,0.13136509
611,-0.59354335,0.19598943
612,-0.8903564,0.18442406
613,-0.47776443,0.236713
614,-0.62027055,0.14187345
615,-0.93545514,0.24388911
616,-0.8548869,0.17000544
617,-1.1560348,0.20244725
618,-0.58127034,0.16450645
619,-0.58582145,0.23183382
620,-0.89291227,0.21462354
621,-0.58471835,0.1517814
622,-0.65977967,0.14701429
623,-0.77187,0.19449906
624,-0.85801315,0.15205438
625,-0.59416276,0.143049
626,-0.404646,0.11492684
627,-0.9494688,0.17680547
628,-0.6594578,0.1371617
629,-0.5427842,0.17769757
630,-0.5726349,0.12768203
631,-0.5576703,0.16267028
632,-0.73032844,0.2107557
633,-0.8799118,0.1598352
634,-0.67257136,0.17973714
635,-0.69520473,0.16042651
636,-0.5957685,0.23112234
637,-0.6054923,0.17419912
638,-0.42622033,0.17056821
639,-0.76109713,0.14447342
640,-0.758361,0.12911032
641,-0.9450315,0.22487526
642,-0.47872037,0.1510227
643,-1.022874,0.21767823
644,-0.28243598,0.37089908
645,-0.501092,0.13271782
646,-0.79971486,0.19683835
647,-0.43310732,0.15613383
648,-0.72871673,0.13212128
649,-0.6205833,0.16047606
650,-0.65118855,0.22597201
651,-0.7737012,0.18790029
652,-0.5309433,0.10838071
653,-1.0048794,0.2637218
654,-0.6221745,0.23617226
655,-0.5454289,0.14224035
656,-0.6558935,0.14891928
657,0.16360334,0.19888203
658,-0.8542619,0.27124295
659,-0.69388235,0.14770819
660,-0.4365352,0.17558157
661,-0.9158503,0.16178228
662,-0.8811712,0.27259192
663,-0.38923228,0.21661417
664,-0.614251,0.10644834
665,-0.6526521,0.17283657
666,-0.6809577,0.21744312
667,-0.6352026,0.1154194
668,-1.1512272,0.18637352
669,-0.5217918,0.12329097
670,-0.8392683,0.2080478
671,-0.782374,0.17375785
672,-0.76207477,0.24842447
673,-0.80924255,0.20552525
674,-0.8235115,0.2632266
675,-0.68075,0.14196728
676,-0.57090044,0.17863047
677,-0.76790726,0.1652489
678,-0.6632229,0.14364329
679,-0.5755907,0.25919333
680,-0.5781516,0.1356383
681,-0.7500531,0.21945974
682,-1.0830548,0.22301991
683,-0.7408376,0.2087379
684,-0.74620193,0.13684025
685,-0.8151244,0.2175794
686,-0.7653446,0.14258203
687,-0.37106982,0.12627229
688,-0.26568154,0.22409855
689,-0.72799885,0.22821416
690,-0.9807579,0.17680316
691,-0.6070438,0.12555271
692,-0.5335815,0.17599991
693,-1.1126604,0.21660273
694,-1.0742648,0.18199335
695,-0.7977061,0.21836427
696,-0.7595407,0.17958203
697,-0.9106022,0.13485318
698,-0.856304,0.18377443
699,-0.8390082,0.31532323
700,-0.8680916,0.15859738
701,-0.7665633,0.18492185
702,-0.6850079,0.20526509
703,-0.59277135,0.12682353
704,-0.82714397,0.15384239
705,-0.5232677,0.1500758
706,0.3230946,0.18784577
707,-0.42393455,0.106382996
708,-0.5526389,0.17523208
709,-0.479693,0.14086886
710,-0.7296813,0.12644632
711,-0.6038299,0.15745461
712,-0.46717787,0.38013873
713,-0.64073694,0.16510412
714,-0.80813515,0.15917471
715,-1.0578462,0.15228105
716,-0.67556316,0.15319969
717,-0.5062877,0.14187819
718,-0.5000304,0.19588284
719,-0.5956466,0.2162139
720,-0.7019794,0.164484
721,-0.8048531,0.18160337
722,-0.7490475,0.21384194
723,-0.64221907,0.12825638
724,-0.59622157,0.17077206
725,-1.2007471,0.1407776
726,-0.8495423,0.2388772
727,-0.66869724,0.1803477
728,-0.5515062,0.2301429
729,-0.7159618,0.17019054
730,-0.78274995,0.23691687
731,-0.56152356,0.09797025
732,-0.34927827,0.22484569
733,-1.0089175,0.252291
734,-0.45793265,0.14625137
735,-0.52229536,0.19148667
736,-0.8617341,0.19292568
737,-0.59482366,0.12686941
738,-0.5724582,0.20334856
739,-0.36254096,0.1233589
740,0.07826125,0.21642055
741,-0.616753,0.18283588
742,-0.39666754,0.13607453
743,-0.86563337,0.21320607
744,-0.92101204,0.24417889
745,-0.5553018,0.1332446
746,-0.70563525,0.19378823
747,-0.75601643,0.17670335
748,-0.7190568,0.1959382
749,-0.59656715,0.18702489
750,-0.81326663,0.122368455
751,-0.56790054,0.22267112
752,-0.6119591,0.20695345
753,-0.67668235,0.14831427
754,-0.59708756,0.16629907
755,-0.50907314,0.16239159
756,-0.6550332,0.1122161
757,-0.86514854,0.21596128
758,-0.5618478,0.15848054
759,-0.95526904,0.1605933
760,-1.0796455,0.17427684
761,-0.9718459,0.13281372
762,-0.4052206,0.12699136
763,-0.52405185,0.17978412
764,-0.4632782,0.18269613
765,-0.87956583,0.15720965
766,-0.686479,0.08125464
767,-0.43662184,0.114502974
768,-0.82202375,0.15347818
769,-0.80975497,0.21228968
770,0.14133346,0.25742385
771,-0.8476006,0.14264908
772,-0.6593918,0.09557849
773,-0.9325573,0.12127027
774,-0.81417006,0.2290335
775,-0.62538594,0.16312048
776,-0.8289795,0.15027596
777,-0.88033134,0.1898215
778,-0.7011291,0.1741572
779,-0.65294695,0.14420561
780,-0.76959133,0.19513977
781,-0.46678036,0.18684314
782,-0.6202282,0.20558228
783,-0.6632512,0.19398536
784,-0.6953386,0.12047643
785,-0.54207385,0.10760481
786,-0.7114706,0.15320407
787,-0.68635166,0.15338108
788,-0.9635866,0.1906745
789,-0.7084161,0.19891071
790,-0.49894518,0.13746752
791,-0.9149248,0.22624263
792,-0.95714456,0.25778607
793,-0.81682503,0.19033955
794,-0.6737932,0.12770037
795,-1.0747514,0.21870668
796,-0.65403295,0.16927576
797,-0.60500604,0.18164773
798,-0.8278133,0.21466787
799,-0.6838702,0.1067409
800,-0.5680094,0.17593165
801,-0.8235141,0.19022709
802,-0.3871335,0.14477003
803,-0.96559286,0.1100063
804,-0.57703525,0.13392812
805,-0.8854066,0.1530176
806,-0.5492159,0.177698
807,-0.7638922,0.22225784
808,-0.73192644,0.2874014
809,-0.81190526,0.20696579
810,-0.78844154,0.14456102
811,-0.7159362,0.17177916
812,-1.1595722,0.18243435
813,-0.50584364,0.22260492
814,-0.733446,0.15330407
815,-0.73049545,0.21878894
816,-0.98941267,0.1878896
817,-0.8012425,0.18324822
818,-0.91137135,0.14807703
819,-0.62901765,0.14450696
820,-0.53414893,0.13217962
821,-0.8008572,0.15680891
822,-0.5253222,0.13482751
823,-0.56669366,0.12571482
824,-0.3843915,0.08078159
825,-0.94915104,0.23736998
826,-0.097988054,0.23922578
827,-0.728618,0.16138639
828,-0.65268695,0.21437216
829,-0.71336037,0.16626492
830,-0.5903028,0.19467135
831,-0.869943,0.2397719
832,-0.72137773,0.13046654
833,-0.9425877,0.20233782
834,-0.53528774,0.17207418
835,-0.5667416,0.13426475
836,-0.6033141,0.15326494
837,-0.60739744,0.107158974
838,-0.74529296,0.15978
839,-0.58327925,0.16067138
840,-0.79832286,0.21164943
841,-0.7499929,0.23129
842,-0.5826785,0.20103915
843,-0.79300296,0.11643554
844,-0.6864392,0.16225371
845,-0.5548848,0.1360045
846,-0.47225016,0.12110865
847,-0.7959226,0.24022008
848,-1.1405443,0.23134449
849,-0.70841795,0.090064056
850,-0.7695049,0.13398021
851,-0.69253653,0.1709369
852,-0.99172413,0.18526226
853,-0.88305724,0.21262102
854,-0.67806387,0.13215406
855,-0.6893412,0.17006263
856,-0.5327503,0.19122069
857,-0.69257593,0.16165712
858,0.06479798,0.14845373
859,-0.40181336,0.10620741
860,-0.6062036,0.16581506
861,-0.7930933,0.14394747
862,-0.5716844,0.10540555
863,-0.96243256,0.15774404
864,-0.84774005,0.1700506
865,-0.68940175,0.13538568
866,-0.5628159,0.18707128
867,-0.47495693,0.18134254
868,-0.75714254,0.15184076
869,-0.8164066,0.26640102
870,-0.5858042,0.21124329
871,-1.0923052,0.19296488
872,-0.46230632,0.23580363
873,-0.74854517,0.25448012
874,-0.4882502,0.14495613
875,-0.60693914,0.15059103
876,-0.62849236,0.13293342
877,-0.87905824,0.18691109
878,-0.90002954,0.13457794
879,-0.6439541,0.13959081
880,-0.5321931,0.14247596
881,-0.7194376,0.25922748
882,-0.8813036,0.17567043
883,-0.61819136,0.18469012
884,-0.9383524,0.2334041
885,-0.74184835,0.1908005
886,-0.85938996,0.13623735
887,-1.2289087,0.17881587
888,-0.53634405,0.1524982
889,-0.6136829,0.17221998
890,-0.58267033,0.21423626
891,-0.606145,0.123306476
892,-0.8224012,0.17845738
893,-0.77985823,0.26879504
894,-0.5805357,0.1666264
895,-0.42463794,0.16124198
896,-0.8693119,0.13125801
897,-0.75990975,0.18710612
898,-0.45181242,0.13773952
899,-0.49914342,0.16473481
900,-0.6276523,0.16461061
901,-0.9251418,0.2285769
902,0.05278498,0.24636616
903,-1.2357115,0.15752046
904,-0.6853911,0.15576413
905,-0.49741906,0.173166
906,-0.5401694,0.13556175
907,0.07564162,0.17139179
908,-0.7655083,0.21052514
909,-0.50083005,0.14486903
910,-0.7908531,0.12457557
911,-0.5107934,0.14263922
912,-0.7203433,0.20897143
913,-0.7673763,0.16447079
914,-0.7957524,0.27367646
915,-0.63650215,0.19533518
916,-0.63659304,0.13281801
917,-0.4938863,0.16694541
918,-0.6983816,0.11206543
919,-0.5899137,0.19400373
920,-0.653293,0.19609736
921,-1.1430671,0.16298643
922,-0.71414554,0.19757156
923,-0.7184968,0.25899696
924,-0.49755126,0.15996806
925,-0.4497241,0.119089074
926,-0.48794562,0.15918297
927,-0.82572854,0.1406638
928,-0.71723944,0.14231098
929,-0.68313426,0.25197467
930,-0.5513707,0.103771284
931,-0.60257506,0.20677282
932,-0.68128616,0.15241294
933,-0.5878803,0.17356654
934,-1.0796477,0.19783871
935,-0.50812095,0.16453238
936,-0.47666603,0.17539327
937,-0.69309765,0.2510401
