item_id:token,movie_title:token_seq,release_year:token,genre:token_seq,interaction_count,pop_score,popularity_label
124.0,Dances with Wolves,1990,Adventure Drama Western,1187,0.0014737231560768421,1
353.0,Austin Powers: The Spy Who Shagged Me,1999,Comedy,1183,0.0014687569449358924,1
20.0,Big,1988,Comedy Fantasy,1182,0.001467515392150655,1
644.0,Star Trek: The Wrath of Khan,1982,Action Adventure Sci-Fi,1175,0.0014588245226539928,1
588.0,Batman,1989,Action Adventure Crime Drama,1174,0.0014575829698687554,1
97.0,Close Encounters of the Third Kind,1977,Drama Sci-Fi,1164,0.001445167442016381,1
149.0,True Lies,1994,Action Adventure Comedy Romance,1157,0.001436476572519719,1
318.0,Fight Club,1999,Drama,1154,0.0014327519141640065,1
178.0,Raising Arizona,1987,Comedy,1151,0.0014290272558082943,1
165.0,As Good As It Gets,1997,Comedy Drama,1145,0.0014215779390968698,1
516.0,Clerks,1994,Comedy,1140,0.0014153701751706824,1
433.0,Face/Off,1997,Action Sci-Fi Thriller,1134,0.001407920858459258,1
157.0,Thelma & Louise,1991,Action Drama,1133,0.0014066793056740205,1
291.0,There's Something About Mary,1998,Comedy,1124,0.0013955053306068835,1
789.0,American Pie,1999,Comedy,1123,0.001394263777821646,1
200.0,Butch Cassidy and the Sundance Kid,1969,Action Comedy Western,1114,0.001383089802754509,1
539.0,Contact,1997,Drama Sci-Fi,1112,0.0013806066971840342,1
106.0,Amadeus,1984,Drama,1107,0.0013743989332578469,1
513.0,Arachnophobia,1990,Action Comedy Sci-Fi Thriller,1106,0.0013731573804726094,1
500.0,High Fidelity,2000,Comedy,1106,0.0013731573804726094,1
196.0,"Rock, The",1996,Action Adventure Thriller,1104,0.0013706742749021346,1
8.0,"Christmas Story, A",1983,Comedy Drama,1099,0.0013644665109759475,1
532.0,Chicken Run,2000,Animation Children's Comedy,1093,0.0013570171942645227,1
438.0,Jerry Maguire,1996,Drama Romance,1093,0.0013570171942645227,1
322.0,North by Northwest,1959,Drama Thriller,1092,0.0013557756414792853,1
34.0,Aladdin,1992,Animation Children's Comedy Musical,1092,0.0013557756414792853,1
156.0,"Fifth Element, The",1997,Action Sci-Fi,1091,0.0013545340886940479,1
612.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,Sci-Fi War,1089,0.001352050983123573,1
222.0,Clueless,1995,Comedy Romance,1087,0.0013495678775530982,1
767.0,Annie Hall,1977,Comedy Romance,1085,0.0013470847719826231,1
386.0,Romancing the Stone,1984,Action Adventure Comedy Romance,1082,0.0013433601136269109,1
756.0,"Blues Brothers, The",1980,Action Comedy Musical,1080,0.001340877008056436,1
42.0,Rain Man,1988,Drama,1077,0.0013371523497007238,1
306.0,"Talented Mr. Ripley, The",1999,Drama Mystery Thriller,1075,0.001334669244130249,1
4.0,Erin Brockovich,2000,Drama,1073,0.0013321861385597739,1
146.0,Get Shorty,1995,Action Comedy Drama,1071,0.001329703032989299,1
542.0,Mission: Impossible 2,2000,Action Thriller,1063,0.0013197706107073994,1
184.0,"Fish Called Wanda, A",1988,Comedy,1060,0.0013160459523516872,1
529.0,Star Trek: First Contact,1996,Action Adventure Sci-Fi,1059,0.0013148043995664497,1
742.0,Willy Wonka and the Chocolate Factory,1971,Adventure Children's Comedy Fantasy,1050,0.0013036304244993127,1
215.0,Predator,1987,Action Sci-Fi Thriller,1030,0.001278799368794564,1
1159.0,Psycho,1960,Horror Thriller,1024,0.0012713500520831393,1
1229.0,Full Metal Jacket,1987,Action Drama War,1021,0.001267625393727427,0
175.0,"Graduate, The",1967,Drama Romance,1018,0.0012639007353717148,0
337.0,Reservoir Dogs,1992,Crime Thriller,1015,0.0012601760770160023,0
40.0,Apollo 13,1995,Drama,1012,0.00125645141866029,0
487.0,Taxi Driver,1976,Drama Thriller,1010,0.0012539683130898152,0
791.0,"Blair Witch Project, The",1999,Horror,1007,0.001250243654734103,0
87.0,"Lost World: Jurassic Park, The",1997,Action Adventure Sci-Fi Thriller,1007,0.001250243654734103,0
244.0,"South Park: Bigger, Longer and Uncut",1999,Animation Comedy,1003,0.001245277443593153,0
351.0,Rushmore,1998,Comedy,1002,0.0012440358908079156,0
383.0,Four Weddings and a Funeral,1994,Comedy Romance,998,0.001239069679666966,0
407.0,"Patriot, The",2000,Action Drama War,997,0.0012378281268817285,0
587.0,Superman,1978,Action Adventure Sci-Fi,996,0.001236586574096491,0
995.0,"Clockwork Orange, A",1971,Sci-Fi,989,0.001227895704599829,0
176.0,Animal House,1978,Comedy,989,0.001227895704599829,0
1019.0,Robocop,1987,Action Crime Sci-Fi,986,0.0012241710462441166,0
601.0,Young Frankenstein,1974,Comedy Horror,984,0.0012216879406736418,0
336.0,Austin Powers: International Man of Mystery,1997,Comedy,983,0.0012204463878884044,0
86.0,"Green Mile, The",1999,Drama Thriller,982,0.0012192048351031667,0
1107.0,"Crying Game, The",1992,Drama Romance War,981,0.0012179632823179293,0
604.0,"Rocky Horror Picture Show, The",1975,Comedy Horror Musical Sci-Fi,976,0.0012117555183917422,0
425.0,Splash,1984,Comedy Fantasy Romance,972,0.0012067893072507925,0
177.0,"Full Monty, The",1997,Comedy,967,0.0012005815433246052,0
515.0,"Mask, The",1994,Comedy Crime Fantasy,959,0.0011906491210427056,0
560.0,Chinatown,1974,Film-Noir Mystery Thriller,959,0.0011906491210427056,0
21.0,Pleasantville,1998,Comedy,945,0.0011732673820493815,0
749.0,Planet of the Apes,1968,Action Sci-Fi,942,0.0011695427236936692,0
530.0,Sling Blade,1996,Drama Thriller,941,0.0011683011709084318,0
776.0,Starship Troopers,1997,Action Adventure Sci-Fi War,939,0.001165818065337957,0
317.0,Grosse Pointe Blank,1997,Comedy Crime,937,0.001163334959767482,0
1467.0,Apocalypse Now,1979,Drama War,937,0.001163334959767482,0
140.0,Rocky,1976,Action Drama,935,0.001160851854197007,0
148.0,Platoon,1986,Drama War,935,0.001160851854197007,0
738.0,Back to the Future Part II,1989,Comedy Sci-Fi,928,0.001152160984700345,0
798.0,This Is Spinal Tap,1984,Comedy Drama Musical,926,0.0011496778791298702,0
662.0,Citizen Kane,1941,Drama,924,0.0011471947735593952,0
154.0,Gone with the Wind,1939,Drama Romance War,921,0.001143470115203683,0
506.0,Life Is Beautiful (La Vita Ã¨ bella),1997,Comedy Drama,918,0.0011397454568479706,0
739.0,Back to the Future Part III,1990,Comedy Sci-Fi Western,910,0.001129813034566071,0
118.0,Die Hard 2,1990,Action Thriller,910,0.001129813034566071,0
58.0,"Untouchables, The",1987,Action Crime Drama,909,0.0011285714817808336,0
391.0,"Lion King, The",1994,Animation Children's Musical,909,0.0011285714817808336,0
1110.0,Glory,1989,Action Drama War,909,0.0011285714817808336,0
510.0,Boogie Nights,1997,Drama,906,0.0011248468234251214,0
204.0,Blazing Saddles,1974,Comedy Western,906,0.0011248468234251214,0
243.0,Seven (Se7en),1995,Crime Thriller,905,0.001123605270639884,0
134.0,Armageddon,1998,Action Adventure Sci-Fi Thriller,904,0.0011223637178546465,0
206.0,Indiana Jones and the Temple of Doom,1984,Action Adventure,903,0.001121122165069409,0
606.0,Stargate,1994,Action Adventure Sci-Fi,902,0.0011198806122841715,0
538.0,Wayne's World,1992,Comedy,902,0.0011198806122841715,0
568.0,Ghost,1990,Comedy Romance Thriller,898,0.0011149144011432218,0
127.0,Twister,1996,Action Adventure Romance Thriller,897,0.0011136728483579844,0
525.0,Magnolia,1999,Drama,890,0.0011049819788613222,0
323.0,Gattaca,1997,Drama Sci-Fi Thriller,886,0.0011000157677203725,0
634.0,M*A*S*H,1970,Comedy War,885,0.001098774214935135,0
647.0,Star Trek IV: The Voyage Home,1986,Action Adventure Sci-Fi,884,0.0010975326621498977,0
344.0,"Big Lebowski, The",1998,Comedy Crime Mystery Thriller,880,0.001092566451008948,0
90.0,"League of Their Own, A",1992,Comedy Drama,878,0.001090083345438473,0
1116.0,"Shining, The",1980,Horror,877,0.0010888417926532355,0
1299.0,Bull Durham,1988,Comedy,874,0.0010851171342975232,0
892.0,"Thomas Crown Affair, The",1999,Action Thriller,873,0.0010838755815122858,0
535.0,My Cousin Vinny,1992,Comedy,869,0.001078909370371336,0
896.0,Air Force One,1997,Action Thriller,869,0.001078909370371336,0
429.0,Witness,1985,Drama Romance Thriller,868,0.0010776678175860987,0
793.0,"Good Morning, Vietnam",1987,Comedy Drama War,868,0.0010776678175860987,0
60.0,"Few Good Men, A",1992,Crime Drama,865,0.0010739431592303862,0
264.0,Sleepy Hollow,1999,Horror Romance,864,0.0010727016064451488,0
1006.0,"Fly, The",1986,Horror Sci-Fi,862,0.001070218500874674,0
1076.0,Mars Attacks!,1996,Action Comedy Sci-Fi War,859,0.0010664938425189617,0
208.0,"Little Mermaid, The",1989,Animation Children's Comedy Musical Romance,854,0.0010602860785927743,0
630.0,Rear Window,1954,Mystery Thriller,850,0.0010553198674518247,0
665.0,Mad Max 2 (a.k.a. The Road Warrior),1981,Action Sci-Fi,850,0.0010553198674518247,0
91.0,Patriot Games,1992,Action Thriller,845,0.0010491121035256375,0
720.0,"African Queen, The",1951,Action Adventure Romance War,845,0.0010491121035256375,0
44.0,Run Lola Run (Lola rennt),1998,Action Crime Romance,844,0.0010478705507404,0
11.0,Beauty and the Beast,1991,Animation Children's Musical,841,0.0010441458923846876,0
397.0,Pretty Woman,1990,Comedy Romance,839,0.0010416627868142128,0
212.0,Mad Max,1979,Action Sci-Fi,839,0.0010416627868142128,0
559.0,"Honey, I Shrunk the Kids",1989,Adventure Children's Comedy Fantasy Sci-Fi,836,0.0010379381284585005,0
648.0,Batman Returns,1992,Action Adventure Comedy Crime,834,0.0010354550228880257,0
339.0,"Maltese Falcon, The",1941,Film-Noir Mystery,833,0.001034213470102788,0
151.0,Clear and Present Danger,1994,Action Adventure Thriller,833,0.001034213470102788,0
1257.0,"American President, The",1995,Comedy Drama Romance,831,0.0010317303645323132,0
771.0,"Sting, The",1973,Comedy Crime,830,0.0010304888117470758,0
897.0,Sneakers,1992,Crime Drama Sci-Fi,829,0.0010292472589618384,0
677.0,Cocoon,1985,Comedy Sci-Fi,828,0.001028005706176601,0
387.0,Top Gun,1986,Action Romance,825,0.0010242810478208887,0
327.0,Three Kings,1999,Drama War,825,0.0010242810478208887,0
46.0,Mary Poppins,1964,Children's Comedy Musical,824,0.0010230394950356513,0
332.0,"Nightmare Before Christmas, The",1993,Children's Comedy Musical,822,0.0010205563894651764,0
195.0,Unforgiven,1992,Western,821,0.0010193148366799388,0
714.0,Lethal Weapon 2,1989,Action Comedy Crime Drama,820,0.0010180732838947013,0
534.0,"Perfect Storm, The",2000,Action Adventure Thriller,817,0.001014348625538989,0
832.0,Almost Famous,2000,Comedy Drama,816,0.0010131070727537517,0
547.0,"Boat, The (Das Boot)",1981,Action Drama War,813,0.0010093824143980394,0
203.0,"Mummy, The",1999,Action Adventure Horror Thriller,813,0.0010093824143980394,0
1529.0,"English Patient, The",1996,Drama Romance War,809,0.0010044162032570895,0
439.0,"Truman Show, The",1998,Drama,808,0.001003174650471852,0
759.0,Time Bandits,1981,Adventure Fantasy Sci-Fi,806,0.0010006915449013772,0
1201.0,Dogma,1999,Comedy,805,0.0009994499921161398,0
730.0,Sleepless in Seattle,1993,Comedy Romance,802,0.0009957253337604275,0
505.0,Leaving Las Vegas,1995,Drama Romance,801,0.0009944837809751901,0
252.0,"X-Files: Fight the Future, The",1998,Mystery Sci-Fi Thriller,800,0.0009932422281899527,0
120.0,Star Trek VI: The Undiscovered Country,1991,Action Adventure Sci-Fi,799,0.0009920006754047153,0
167.0,"Mask of Zorro, The",1998,Action Adventure Romance,796,0.0009882760170490028,0
620.0,Star Trek: Generations,1994,Action Adventure Sci-Fi,795,0.0009870344642637654,0
471.0,Chasing Amy,1997,Drama Romance,791,0.0009820682531228157,0
566.0,American Graffiti,1973,Comedy Drama,790,0.0009808267003375783,0
276.0,"Player, The",1992,Comedy Drama,789,0.0009795851475523408,0
111.0,"Last of the Mohicans, The",1992,Action Romance War,789,0.0009795851475523408,0
815.0,Dave,1993,Comedy Romance,782,0.0009708942780556787,0
768.0,Tron,1982,Action Adventure Fantasy Sci-Fi,781,0.0009696527252704412,0
434.0,In the Line of Fire,1993,Action Thriller,779,0.0009671696196999664,0
121.0,Enemy of the State,1998,Action Thriller,779,0.0009671696196999664,0
393.0,Moonstruck,1987,Comedy,770,0.0009559956446328294,0
384.0,Dead Man Walking,1995,Drama,764,0.0009485463279214047,0
455.0,Eyes Wide Shut,1999,Drama,763,0.0009473047751361673,0
199.0,Caddyshack,1980,Comedy,762,0.0009460632223509299,0
76.0,"Fisher King, The",1991,Comedy Drama Romance,760,0.000943580116780455,0
741.0,Army of Darkness,1993,Action Adventure Comedy Horror Sci-Fi,759,0.0009423385639952175,0
636.0,Little Shop of Horrors,1986,Comedy Horror Musical,758,0.0009410970112099801,0
201.0,Crocodile Dundee,1986,Adventure Comedy,754,0.0009361308000690303,0
126.0,Con Air,1997,Action Adventure Thriller,753,0.0009348892472837929,0
757.0,Monty Python's Life of Brian,1979,Comedy,747,0.0009274399305723682,0
436.0,Elizabeth,1998,Drama,747,0.0009274399305723682,0
598.0,Cool Hand Luke,1967,Comedy Drama,746,0.0009261983777871308,0
273.0,Out of Sight,1998,Action Crime Romance,745,0.0009249568250018934,0
610.0,Fantasia,1940,Animation Children's Musical,743,0.0009224737194314185,0
237.0,"Bridge on the River Kwai, The",1957,Drama War,743,0.0009224737194314185,0
48.0,To Kill a Mockingbird,1962,Drama,742,0.000921232166646181,0
983.0,"Professional, The (a.k.a. Leon: The Professional)",1994,Crime Drama Romance Thriller,742,0.000921232166646181,0
645.0,Star Trek III: The Search for Spock,1984,Action Adventure Sci-Fi,741,0.0009199906138609436,0
1242.0,Brazil,1985,Sci-Fi,740,0.0009187490610757062,0
556.0,AlienÂ³,1992,Action Horror Sci-Fi Thriller,739,0.0009175075082904688,0
142.0,Ed Wood,1994,Comedy Drama,736,0.0009137828499347564,0
809.0,"Nutty Professor, The",1996,Comedy Fantasy Romance Sci-Fi,736,0.0009137828499347564,0
930.0,Wild Wild West,1999,Action Sci-Fi Western,736,0.0009137828499347564,0
232.0,Bowfinger,1999,Comedy,734,0.0009112997443642815,0
256.0,Heat,1995,Action Crime Thriller,732,0.0009088166387938066,0
217.0,Goldfinger,1964,Action,731,0.0009075750860085692,0
910.0,From Dusk Till Dawn,1996,Action Comedy Crime Horror Thriller,729,0.0009050919804380943,0
522.0,"Wedding Singer, The",1998,Comedy Romance,729,0.0009050919804380943,0
1059.0,Deep Impact,1998,Action Drama Sci-Fi Thriller,728,0.0009038504276528569,0
372.0,Wag the Dog,1997,Comedy Drama,727,0.0009026088748676195,0
1062.0,Say Anything...,1989,Comedy Drama Romance,727,0.0009026088748676195,0
375.0,Misery,1990,Horror,727,0.0009026088748676195,0
1713.0,U-571,2000,Action Thriller,724,0.0008988842165119071,0
844.0,GoldenEye,1995,Action Adventure Thriller,724,0.0008988842165119071,0
906.0,"Game, The",1997,Mystery Thriller,718,0.0008914348998004825,0
1119.0,Scream,1996,Horror Thriller,716,0.0008889517942300076,0
946.0,"Grifters, The",1990,Crime Drama Film-Noir,713,0.0008852271358742953,0
536.0,"Wrong Trousers, The",1993,Animation Comedy,708,0.000879019371948108,0
1211.0,Fast Times at Ridgemont High,1982,Comedy,707,0.0008777778191628706,0
1015.0,Dark City,1998,Film-Noir Sci-Fi Thriller,707,0.0008777778191628706,0
1151.0,Office Space,1999,Comedy Romance,706,0.0008765362663776332,0
432.0,"Exorcist, The",1973,Horror,705,0.0008752947135923958,0
113.0,Starman,1984,Adventure Drama Romance Sci-Fi,705,0.0008752947135923958,0
1146.0,"World Is Not Enough, The",1999,Action Thriller,704,0.0008740531608071583,0
703.0,Escape from New York,1981,Action Adventure Sci-Fi Thriller,703,0.0008728116080219208,0
15.0,"Sound of Music, The",1965,Musical,703,0.0008728116080219208,0
1254.0,Vertigo,1958,Mystery Thriller,703,0.0008728116080219208,0
75.0,Backdraft,1991,Action Drama,702,0.0008715700552366834,0
865.0,Spaceballs,1987,Comedy Sci-Fi,702,0.0008715700552366834,0
733.0,Man on the Moon,1999,Comedy Drama,699,0.0008678453968809711,0
137.0,"French Connection, The",1971,Action Crime Drama Thriller,697,0.0008653622913104962,0
609.0,Lady and the Tramp,1955,Animation Children's Comedy Musical Romance,696,0.0008641207385252588,0
257.0,"Insider, The",1999,Drama,695,0.0008628791857400213,0
615.0,Pee-wee's Big Adventure,1985,Comedy,694,0.0008616376329547839,0
626.0,Trading Places,1983,Comedy,692,0.000859154527384309,0
53.0,Dead Poets Society,1989,Drama,692,0.000859154527384309,0
901.0,Mrs. Doubtfire,1993,Comedy,684,0.0008492221051024095,0
288.0,Mystery Men,1999,Action Adventure Comedy,683,0.0008479805523171721,0
1309.0,Risky Business,1983,Comedy,680,0.0008442558939614597,0
373.0,Boys Don't Cry,1999,Drama,677,0.0008405312356057474,0
518.0,Meet the Parents,2000,Comedy,677,0.0008405312356057474,0
841.0,Superman II,1980,Action Adventure Sci-Fi,676,0.00083928968282051,0
1311.0,"Big Chill, The",1983,Comedy Drama,673,0.0008355650244647976,0
520.0,Frequency,2000,Drama Thriller,673,0.0008355650244647976,0
719.0,Lawrence of Arabia,1962,Adventure War,673,0.0008355650244647976,0
1349.0,Diner,1982,Comedy Drama,673,0.0008355650244647976,0
401.0,My Best Friend's Wedding,1997,Comedy Romance,673,0.0008355650244647976,0
320.0,Tomorrow Never Dies,1997,Action Romance Thriller,671,0.0008330819188943228,0
942.0,Desperately Seeking Susan,1985,Comedy Romance,669,0.0008305988133238478,0
418.0,Sense and Sensibility,1995,Drama Romance,668,0.0008293572605386104,0
138.0,Conspiracy Theory,1997,Action Mystery Romance Thriller,667,0.000828115707753373,0
1196.0,Some Like It Hot,1959,Comedy Crime,667,0.000828115707753373,0
139.0,What About Bob?,1991,Comedy,666,0.0008268741549681356,0
1043.0,Parenthood,1989,Comedy Drama,666,0.0008268741549681356,0
691.0,You've Got Mail,1998,Comedy Romance,665,0.0008256326021828981,0
147.0,Die Hard: With a Vengeance,1995,Action Thriller,663,0.0008231494966124232,0
770.0,L.A. Story,1991,Comedy Romance,661,0.0008206663910419483,0
912.0,"Devil's Advocate, The",1997,Crime Horror Mystery Thriller,661,0.0008206663910419483,0
216.0,"Good, The Bad and The Ugly, The",1966,Action Western,661,0.0008206663910419483,0
763.0,Star Trek: Insurrection,1998,Action Sci-Fi,658,0.0008169417326862361,0
189.0,Blade,1998,Action Adventure Horror,658,0.0008169417326862361,0
164.0,Lethal Weapon 3,1992,Action Comedy Crime Drama,655,0.0008132170743305237,0
800.0,Fatal Attraction,1987,Thriller,655,0.0008132170743305237,0
427.0,Grease,1978,Comedy Musical Romance,652,0.0008094924159748113,0
466.0,"Firm, The",1993,Drama Thriller,651,0.0008082508631895739,0
350.0,Shanghai Noon,2000,Action,648,0.0008045262048338616,0
110.0,Like Water for Chocolate (Como agua para chocolate),1992,Drama Romance,645,0.0008008015464781493,0
1182.0,Grumpy Old Men,1993,Comedy,645,0.0008008015464781493,0
679.0,Willow,1988,Action Adventure Fantasy,644,0.0007995599936929118,0
70.0,Double Jeopardy,1999,Action Thriller,643,0.0007983184409076744,0
1345.0,Heathers,1989,Comedy,641,0.0007958353353371996,0
866.0,Broadcast News,1987,Comedy Drama Romance,638,0.0007921106769814872,0
490.0,"Godfather: Part III, The",1990,Action Crime Drama,636,0.0007896275714110124,0
123.0,"Thin Red Line, The",1998,Action Drama War,636,0.0007896275714110124,0
642.0,Star Trek: The Motion Picture,1979,Action Adventure Sci-Fi,636,0.0007896275714110124,0
528.0,Swingers,1996,Comedy Drama,635,0.0007883860186257749,0
1252.0,Midnight Run,1988,Action Adventure Comedy Crime,635,0.0007883860186257749,0
861.0,Mission to Mars,2000,Sci-Fi,634,0.0007871444658405374,0
1150.0,Poltergeist,1982,Horror Thriller,634,0.0007871444658405374,0
241.0,"Negotiator, The",1998,Action Thriller,633,0.0007859029130553,0
766.0,Field of Dreams,1989,Drama,633,0.0007859029130553,0
867.0,Big Daddy,1999,Comedy,632,0.0007846613602700626,0
755.0,Dune,1984,Fantasy Sci-Fi,631,0.0007834198074848251,0
99.0,Alien: Resurrection,1997,Action Horror Sci-Fi,629,0.0007809367019143502,0
84.0,Maverick,1994,Action Comedy Western,628,0.0007796951491291128,0
576.0,Batman Forever,1995,Action Adventure Comedy Crime,627,0.0007784535963438753,0
729.0,From Russia with Love,1963,Action,627,0.0007784535963438753,0
213.0,King Kong,1933,Action Adventure Horror,627,0.0007784535963438753,0
94.0,Ronin,1998,Action Crime Thriller,626,0.0007772120435586379,0
830.0,Dog Day Afternoon,1975,Comedy Crime Drama,623,0.0007734873852029255,0
926.0,Basic Instinct,1992,Mystery Thriller,623,0.0007734873852029255,0
1298.0,Do the Right Thing,1989,Comedy Drama,622,0.0007722458324176881,0
727.0,Singin' in the Rain,1952,Musical Romance,620,0.0007697627268472133,0
1099.0,Dangerous Liaisons,1988,Drama Romance,619,0.0007685211740619759,0
1136.0,Kingpin,1996,Comedy,617,0.0007660380684915009,0
1121.0,Roger & Me,1989,Comedy Documentary,617,0.0007660380684915009,0
716.0,Gremlins,1984,Comedy Horror,615,0.0007635549629210261,0
920.0,Entrapment,1999,Crime Thriller,615,0.0007635549629210261,0
658.0,Ace Ventura: Pet Detective,1994,Comedy,613,0.0007610718573505512,0
333.0,Romy and Michele's High School Reunion,1997,Comedy,611,0.0007585887517800763,0
1195.0,Notting Hill,1999,Comedy Romance,610,0.0007573471989948388,0
721.0,Excalibur,1981,Action Drama Fantasy Romance,609,0.0007561056462096014,0
1102.0,"Running Man, The",1987,Action Adventure Sci-Fi,609,0.0007561056462096014,0
1002.0,Sleeper,1973,Comedy Sci-Fi,608,0.000754864093424364,0
95.0,Payback,1999,Action Thriller,607,0.0007536225406391266,0
