item_id:token,movie_title:token_seq,release_year:token,genre:token_seq
26.0,Pocahontas,1995,Animation Children's Musical Romance
3084.0,When Night Is Falling,1995,Drama Romance
260.0,"Usual Suspects, The",1995,Crime Thriller
,Guardian Angel,1994,Action Drama Thriller
261.0,Mighty Aphrodite,1995,Comedy
3419.0,Lamerica,1994,Drama
1868.0,"Big Green, The",1995,Children's Comedy
1981.0,Georgia,1995,Drama
3169.0,Kids of the Round Table,1995,Adventure Children's Fantasy
2770.0,Home for the Holidays,1995,Drama
454.0,"Postino, Il (The Postman)",1994,Drama Romance
3323.0,"Confessional, The (Le Confessionnal)",1995,Drama Mystery
853.0,"Indian in the Cupboard, The",1995,Adventure Children's Fantasy
3192.0,Eye for an Eye,1996,Drama Thriller
705.0,Mr. Holland's Opus,1995,Drama
2266.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy
1405.0,Two if by Sea,1996,Comedy Romance
1220.0,Bio-Dome,1996,Comedy
1720.0,Lawnmower Man 2: Beyond Cyberspace,1996,Sci-Fi Thriller
2821.0,Two Bits,1995,Drama
2601.0,French Twist (Gazon maudit),1995,Comedy Romance
2236.0,Friday,1995,Comedy
910.0,From Dusk Till Dawn,1996,Action Comedy Crime Horror Thriller
2320.0,Fair Game,1995,Action
2226.0,Kicking and Screaming,1995,Comedy Drama
479.0,"Mis̩rables, Les",1995,Drama Musical
1415.0,Bed of Roses,1996,Drama Romance
3076.0,Big Bully,1996,Comedy Drama
997.0,Screamers,1995,Sci-Fi Thriller
2930.0,Nico Icon,1995,Documentary
2124.0,"Crossing Guard, The",1995,Drama
2125.0,"Juror, The",1996,Drama Thriller
2822.0,"White Balloon, The (Badkonake Sefid )",1995,Drama
1225.0,Things to Do in Denver when You're Dead,1995,Crime Drama Romance
2126.0,Antonia's Line (Antonia),1995,Drama
2633.0,Once Upon a Time... When We Were Colored,1995,Drama
2227.0,Last Summer in the Hamptons,1995,Comedy Drama
822.0,Angels and Insects,1995,Drama Romance
1098.0,White Squall,1996,Adventure Drama
2202.0,Dunston Checks In,1996,Children's Comedy
823.0,Black Sheep,1996,Comedy
1879.0,Nick of Time,1995,Action Thriller
3421.0,"Journey of August King, The",1995,Drama
1689.0,Mary Reilly,1996,Drama Thriller
1891.0,Vampire in Brooklyn,1995,Comedy Romance
1435.0,Beautiful Girls,1996,Drama
131.0,Broken Arrow,1996,Action Thriller
3103.0,In the Bleak Midwinter,1995,Comedy
2494.0,"Hate (Haine, La)",1995,Drama
2657.0,Shopping,1994,Action Thriller
2731.0,Heidi Fleiss: Hollywood Madam,1995,Documentary
1927.0,City Hall,1996,Drama Thriller
2418.0,Bottle Rocket,1996,Comedy
2879.0,Mr. Wrong,1996,Comedy
3189.0,Unforgettable,1996,Thriller
180.0,Happy Gilmore,1996,Comedy
482.0,"Bridges of Madison County, The",1995,Drama Romance
3116.0,Nobody Loves Me (Keiner liebt mich),1994,Comedy Drama
1738.0,Muppet Treasure Island,1996,Adventure Children's Comedy Musical
3378.0,Catwalk,1995,Documentary
,Headless Body in Topless Bar,1995,Comedy
93.0,Braveheart,1995,Action Drama War
487.0,Taxi Driver,1976,Drama Thriller
1227.0,Rumble in the Bronx,1995,Action Adventure Crime
2054.0,Before and After,1996,Drama Mystery
3204.0,Margaret's Museum,1995,Drama
,Happiness Is in the Field,1995,Comedy
753.0,Anne Frank Remembered,1995,Documentary
2478.0,"Young Poisoner's Handbook, The",1995,Crime
1428.0,If Lucy Fell,1996,Comedy Romance
2880.0,"Steal Big, Steal Little",1995,Comedy
3426.0,Race the Sun,1996,Drama
3172.0,"Boys of St. Vincent, The",1993,Drama
1436.0,Boomerang,1992,Comedy Romance
1647.0,Chungking Express,1994,Drama Mystery Romance
3089.0,"Star Maker, The (Uomo delle stelle, L')",1995,Drama
1290.0,Flirting With Disaster,1996,Comedy
1933.0,"NeverEnding Story III, The",1994,Adventure Children's Fantasy
3697.0,"Silence of the Palace, The (Saimt el Qusur)",1994,Drama
2927.0,Jupiter's Wife,1994,Documentary
2497.0,Pie in the Sky,1995,Comedy Romance
3597.0,Angela,1995,Drama
2881.0,Frankie Starlight,1995,Drama Romance
2098.0,Jade,1995,Thriller
3674.0,Nueba Yol,1995,Comedy Drama
3681.0,Sonic Outlaws,1995,Documentary
1444.0,Down Periscope,1996,Comedy
3256.0,From the Journals of Jean Seberg,1995,Documentary
2788.0,Man of the Year,1995,Documentary
3667.0,"Neon Bible, The",1995,Drama
3598.0,Target,1995,Action Drama
1748.0,Up Close and Personal,1996,Drama Romance
872.0,"Birdcage, The",1996,Comedy
3535.0,Shadows (Cienie),1988,Drama
,Gospa,1995,Drama
1460.0,"Brothers McMullen, The",1995,Comedy
1174.0,Bad Boys,1995,Action
2196.0,"Amazing Panda Adventure, The",1995,Adventure Children's
2482.0,"Basketball Diaries, The",1995,Drama
1938.0,"Awfully Big Adventure, An",1995,Drama
2859.0,Amateur,1994,Crime Drama Thriller
40.0,Apollo 13,1995,Drama
449.0,Rob Roy,1995,Drama Romance War
2647.0,"Addiction, The",1995,Horror
576.0,Batman Forever,1995,Action Adventure Comedy Crime
1533.0,Belle de jour,1967,Drama
1610.0,Beyond Rangoon,1995,Drama War
2220.0,Blue in the Face,1995,Comedy
1316.0,Canadian Bacon,1994,Comedy War
1026.0,Casper,1995,Adventure Children's
1877.0,Clockers,1995,Drama
879.0,Congo,1995,Action Adventure Mystery Sci-Fi
462.0,Crimson Tide,1995,Drama Thriller War
277.0,Crumb,1994,Documentary
145.0,Desperado,1995,Action Romance Thriller
956.0,Devil in a Blue Dress,1995,Crime Film-Noir Mystery Thriller
147.0,Die Hard: With a Vengeance,1995,Action Thriller
2138.0,"Doom Generation, The",1995,Comedy Drama
3270.0,Feast of July,1995,Drama
1037.0,First Knight,1995,Action Adventure Drama Romance
2198.0,Free Willy 2: The Adventure Home,1995,Adventure Children's Drama
1844.0,Hackers,1995,Action Crime Thriller
2441.0,Jeffrey,1995,Comedy
1656.0,Johnny Mnemonic,1995,Action Sci-Fi Thriller
1185.0,Judge Dredd,1995,Action Adventure Sci-Fi
2842.0,Jury Duty,1995,Comedy
1303.0,Kids,1995,Drama
299.0,Living in Oblivion,1995,Comedy
1946.0,Lord of Illusions,1995,Horror
1657.0,Love & Human Remains,1993,Comedy
2597.0,Mad Love,1995,Drama Romance
619.0,Mallrats,1995,Comedy
2199.0,Mighty Morphin Power Rangers: The Movie,1995,Action Children's
2108.0,Moonlight and Valentino,1995,Drama Romance
2719.0,Mute Witness,1994,Thriller
1953.0,Nadja,1994,Drama
1191.0,"Net, The",1995,Sci-Fi Thriller
622.0,Nine Months,1995,Comedy
1253.0,Party Girl,1995,Comedy
1955.0,"Prophecy, The",1995,Horror
3375.0,Reckless,1995,Comedy
1957.0,Safe,1995,Thriller
2843.0,"Scarlet Letter, The",1995,Drama
3449.0,"Show, The",1995,Documentary
1958.0,Showgirls,1995,Drama
331.0,Smoke,1995,Drama
1355.0,Something to Talk About,1995,Comedy Drama Romance
1260.0,Species,1995,Horror Sci-Fi
3417.0,"Stars Fell on Henrietta, The",1995,Drama
971.0,Strange Days,1995,Action Crime Sci-Fi
422.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama Musical
3196.0,"Tie That Binds, The",1995,Thriller
2678.0,Three Wishes,1995,Drama
371.0,Total Eclipse,1995,Drama Romance
775.0,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy
2294.0,Under Siege 2: Dark Territory,1995,Action
1804.0,Unstrung Heroes,1995,Comedy Drama
2519.0,Unzipped,1995,Documentary
1443.0,"Walk in the Clouds, A",1995,Drama Romance
777.0,Waterworld,1995,Action Adventure
2616.0,White Man's Burden,1995,Drama
2952.0,Wild Bill,1995,Western
2481.0,"Browning Version, The",1994,Drama
3168.0,Bushwhacked,1995,Comedy
2518.0,Burnt By the Sun (Utomlyonnye solntsem),1994,Drama
2630.0,Before the Rain (Pred dozhdot),1994,Drama
233.0,Before Sunrise,1995,Drama Romance
788.0,Billy Madison,1995,Comedy
1326.0,"Babysitter, The",1995,Drama Thriller
1749.0,Boys on the Side,1995,Comedy Drama
3467.0,"Cure, The",1995,Drama
3345.0,Castle Freak,1995,Horror
1025.0,Circle of Friends,1995,Drama Romance
516.0,Clerks,1994,Comedy
253.0,Don Juan DeMarco,1995,Comedy Drama Romance
2100.0,Disclosure,1994,Drama Thriller
3655.0,Dream Man,1995,Thriller
2551.0,Drop Zone,1994,Action
3091.0,Destiny Turns on the Radio,1995,Comedy
255.0,Death and the Maiden,1994,Drama Thriller
460.0,Dolores Claiborne,1994,Drama Thriller
794.0,Dumb & Dumber,1994,Comedy
1034.0,Eat Drink Man Woman,1994,Comedy Drama
1655.0,Exotica,1994,Drama
1338.0,Exit to Eden,1994,Comedy
142.0,Ed Wood,1994,Comedy Drama
1339.0,French Kiss,1995,Comedy Romance
1340.0,Forget Paris,1995,Comedy Romance
2197.0,Far From Home: The Adventures of Yellow Dog,1995,Adventure Children's
1843.0,"Goofy Movie, A",1995,Animation Children's Comedy Romance
2172.0,Hideaway,1995,Thriller
2400.0,Fluke,1995,Children's Drama
1945.0,Farinelli: il castrato,1994,Drama Musical
3060.0,Gordy,1995,Comedy
3289.0,Gumby: The Movie,1995,Animation Children's
3403.0,"Glass Shield, The",1994,Crime Drama
796.0,Hoop Dreams,1994,Documentary
959.0,Heavenly Creatures,1994,Drama Fantasy Romance Thriller
608.0,Houseguest,1994,Comedy
797.0,Immortal Beloved,1994,Drama Romance
2934.0,Heavyweights,1994,Children's Comedy
2376.0,"Hunted, The",1995,Action
1346.0,I.Q.,1994,Comedy Romance
483.0,Interview with the Vampire,1994,Drama Horror
2107.0,Jefferson in Paris,1995,Drama
2687.0,"Jerky Boys, The",1994,Comedy
1190.0,Junior,1994,Comedy Sci-Fi
887.0,Just Cause,1995,Mystery Thriller
1696.0,"Kid in King Arthur's Court, A",1995,Adventure Children's Comedy Fantasy Romance
1954.0,Kiss of Death,1995,Crime Drama Thriller
45.0,Star Wars: Episode IV - A New Hope,1977,Action Adventure Fantasy Sci-Fi
1060.0,Little Women,1994,Drama
1061.0,"Little Princess, A",1995,Children's Drama
2908.0,Ladybird Ladybird,1994,Drama
3405.0,"Enfer, L'",1994,Drama
110.0,Like Water for Chocolate (Como agua para chocolate),1992,Drama Romance
417.0,Legends of the Fall,1994,Drama Romance War Western
1354.0,Major Payne,1994,Comedy
1960.0,Little Odessa,1994,Drama
495.0,My Crazy Life (Mi vida loca),1993,Drama
3197.0,Love Affair,1994,Drama Romance
2617.0,Losing Isaiah,1995,Drama
359.0,"Madness of King George, The",1994,Drama
2380.0,Mary Shelley's Frankenstein,1994,Drama Horror
2608.0,Man of the House,1995,Comedy
659.0,Mixed Nuts,1994,Comedy
1361.0,Milk Money,1994,Comedy Romance
661.0,Miracle on 34th Street,1994,Drama
1362.0,Miami Rhapsody,1995,Comedy
2114.0,My Family,1995,Drama
1861.0,Murder in the First,1995,Drama Thriller
1970.0,Nobody's Fool,1994,Drama
514.0,Nell,1994,Drama
3094.0,New Jersey Drive,1995,Crime Drama
,New York Cop,1996,Action Crime
,Beyond Bedlam,1993,Drama Horror
3700.0,Nemesis 2: Nebula,1995,Action Sci-Fi Thriller
1775.0,Nina Takes a Lover,1994,Comedy Romance
223.0,Natural Born Killers,1994,Action Thriller
1776.0,Only You,1994,Comedy Romance
1974.0,Once Were Warriors,1994,Crime Drama
1078.0,Poison Ivy II,1995,Thriller
80.0,Outbreak,1995,Action Drama Thriller
983.0,"Professional, The (a.k.a. Leon: The Professional)",1994,Crime Drama Romance Thriller
2264.0,"Perez Family, The",1995,Comedy Romance
2832.0,"Pyromaniac's Love Story, A",1995,Comedy Romance
245.0,Pulp Fiction,1994,Crime Drama
3230.0,Panther,1995,Drama
2225.0,Pushing Hands,1992,Comedy
249.0,Priest,1994,Drama
521.0,Quiz Show,1994,Drama
2766.0,Picture Bride,1995,Drama Romance
1033.0,Queen Margot (La Reine Margot),1994,Drama Romance
1301.0,"Quick and the Dead, The",1995,Action Adventure Western
3250.0,Roommates,1995,Comedy Drama
1757.0,Ready to Wear (Pret-A-Porter),1994,Comedy
2484.0,Three Colors: Red,1994,Drama
1943.0,Three Colors: Blue,1993,Drama
2570.0,Three Colors: White,1994,Drama
1944.0,"Red Firecracker, Green Firecracker",1994,Drama
3319.0,Rent-a-Kid,1995,Comedy
3645.0,Relative Fear,1994,Horror Thriller
1184.0,Stuart Saves His Family,1995,Comedy
1044.0,"Swan Princess, The",1994,Animation Children's
2040.0,"Secret of Roan Inish, The",1994,Drama
1343.0,"Specialist, The",1994,Action
606.0,Stargate,1994,Action Adventure Sci-Fi
607.0,"Santa Clause, The",1994,Children's Comedy Fantasy
168.0,"Shawshank Redemption, The",1994,Drama
958.0,Shallow Grave,1994,Thriller
2572.0,Suture,1993,Film-Noir Thriller
311.0,Strawberry and Chocolate (Fresa y chocolate),1993,Drama
1951.0,Swimming with Sharks,1995,Comedy Drama
2375.0,"Sum of Us, The",1994,Comedy
2607.0,National Lampoon's Senior Trip,1995,Comedy
1952.0,To Live (Huozhe),1994,Drama
1054.0,Tank Girl,1995,Action Comedy Musical Sci-Fi
2377.0,Tales From the Crypt Presents: Demon Knight,1995,Horror
620.0,Star Trek: Generations,1994,Action Adventure Sci-Fi
1133.0,Tales from the Hood,1995,Comedy Horror
3045.0,Tom & Viv,1994,Drama
2378.0,Village of the Damned,1995,Horror Sci-Fi
639.0,Tommy Boy,1995,Comedy
1464.0,Vanya on 42nd Street,1994,Drama
3074.0,"Underneath, The",1995,Mystery Thriller
1850.0,"Walking Dead, The",1995,Drama War
492.0,What's Eating Gilbert Grape,1993,Drama
2556.0,Virtuosity,1995,Sci-Fi Thriller
640.0,While You Were Sleeping,1995,Comedy Romance
973.0,"War, The",1994,Adventure Drama
1966.0,Double Happiness,1994,Drama
804.0,Muriel's Wedding,1994,Comedy Romance
3034.0,"Baby-Sitters Club, The",1995,Children's
658.0,Ace Ventura: Pet Detective,1994,Comedy
503.0,"Adventures of Priscilla, Queen of the Desert, The",1994,Comedy Drama
1858.0,Backbeat,1993,Drama Musical
3149.0,Bitter Moon,1992,Drama
362.0,Bullets Over Broadway,1994,Comedy
151.0,Clear and Present Danger,1994,Action Adventure Thriller
1369.0,"Client, The",1994,Drama Mystery Thriller
675.0,"Corrina, Corrina",1994,Comedy Drama Romance
2619.0,Crooklyn,1994,Comedy
376.0,"Crow, The",1994,Action Romance Thriller
2845.0,Cobb,1994,Drama
1773.0,"Flintstones, The",1994,Children's Comedy
172.0,Forrest Gump,1994,Comedy Romance War
383.0,Four Weddings and a Funeral,1994,Comedy Romance
1971.0,Higher Learning,1995,Drama
3317.0,I Like It Like That,1994,Comedy Drama Romance
1862.0,I Love Trouble,1994,Action Comedy
1385.0,It Could Happen to You,1994,Drama Romance
2201.0,"Jungle Book, The",1994,Adventure Children's Romance
2577.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",1993,Documentary
391.0,"Lion King, The",1994,Animation Children's Musical
1975.0,Little Buddha,1993,Drama
1818.0,Wes Craven's New Nightmare,1994,Horror
515.0,"Mask, The",1994,Comedy Crime Fantasy
84.0,Maverick,1994,Action Comedy Western
2769.0,Mrs. Parker and the Vicious Circle,1994,Drama
688.0,Naked Gun 33 1/3: The Final Insult,1994,Comedy
1784.0,"Paper, The",1994,Comedy Drama
1310.0,Reality Bites,1994,Comedy Drama
2265.0,Red Rock West,1992,Thriller
1867.0,Richie Rich,1994,Children's Comedy
3046.0,Safe Passage,1994,Drama
1869.0,"River Wild, The",1994,Action Thriller
265.0,Speed,1994,Action Romance Thriller
1396.0,Speechless,1994,Comedy Romance
1716.0,Timecop,1994,Action Sci-Fi
149.0,True Lies,1994,Action Adventure Comedy Romance
1401.0,When a Man Loves a Woman,1994,Drama
1985.0,Wolf,1994,Drama Horror
398.0,Wyatt Earp,1994,Western
2466.0,Bad Company,1995,Action
3273.0,"Man of No Importance, A",1994,Drama
3262.0,S.F.W.,1994,Drama
2434.0,"Low Down Dirty Shame, A",1994,Action Comedy
2771.0,Boys Life,1995,Drama
3368.0,"Colonel Chabert, Le",1994,Drama Romance War
2254.0,Faster Pussycat! Kill! Kill!,1965,Action Comedy Drama
2582.0,Jason's Lyric,1994,Crime Drama
2025.0,"Secret Adventures of Tom Thumb, The",1993,Adventure Children's
477.0,Street Fighter,1994,Action
3355.0,Coldblooded,1995,Action
,Desert Winds,1995,Drama
3650.0,Fall Time,1995,Drama
3329.0,"Fear, The",1995,Horror
3577.0,Frank and Ollie,1995,Documentary
,Girl in the Cadillac,1995,Drama
,Homage,1995,Drama
3461.0,Mirage,1995,Action Thriller
3226.0,Open Season,1996,Comedy
,Two Crimes,1995,Comedy Crime Drama
3691.0,Brother Minister: The Assassination of Malcolm X,1994,Documentary
1058.0,Highlander III: The Sorcerer,1994,Action Sci-Fi
2486.0,Federal Hill,1994,Drama
2379.0,In the Mouth of Madness,1995,Horror Thriller
2555.0,8 Seconds,1994,Drama
2777.0,Above the Rim,1994,Drama
1857.0,Addams Family Values,1993,Comedy
3154.0,You So Crazy,1994,Comedy
354.0,"Age of Innocence, The",1993,Drama
1358.0,Airheads,1994,Comedy
2844.0,"Air Up There, The",1994,Comedy
1967.0,Another Stakeout,1993,Comedy Thriller
1359.0,Bad Girls,1994,Western
2223.0,Barcelona,1994,Comedy Romance
2113.0,Being Human,1993,Drama
1859.0,"Beverly Hillbillies, The",1993,Comedy
1138.0,Beverly Hills Cop III,1994,Action Comedy
847.0,Black Beauty,1994,Adventure Children's
3075.0,Blink,1994,Thriller
1860.0,Blown Away,1994,Action Thriller
1370.0,Blue Chips,1994,Drama
1308.0,Blue Sky,1994,Drama Romance
2557.0,Body Snatchers,1993,Horror Sci-Fi Thriller
1969.0,Boxing Helena,1993,Mystery Romance Thriller
551.0,"Bronx Tale, A",1993,Drama
1204.0,Cabin Boy,1994,Comedy
2846.0,Calendar Girl,1993,Drama
1274.0,Carlito's Way,1993,Crime Drama
1383.0,City Slickers II: The Legend of Curly's Gold,1994,Comedy Western
2847.0,Clean Slate,1994,Comedy
73.0,Cliffhanger,1993,Action Adventure Crime
684.0,Coneheads,1993,Comedy Sci-Fi
1973.0,Color of Night,1994,Drama Thriller
2115.0,Cops and Robbersons,1994,Comedy
2252.0,"Cowboy Way, The",1994,Action Comedy
3680.0,Dangerous Game,1993,Drama
815.0,Dave,1993,Comedy Romance
816.0,Dazed and Confused,1993,Comedy
108.0,Demolition Man,1993,Action Sci-Fi
3206.0,"Endless Summer 2, The",1994,Documentary
2890.0,Even Cowgirls Get the Blues,1993,Comedy Romance
1393.0,Fatal Instinct,1993,Comedy
987.0,Farewell My Concubine,1993,Drama Romance
1785.0,"Favor, The",1994,Comedy Romance
1980.0,Fearless,1993,Drama
1672.0,Fear of a Black Hat,1993,Comedy
1399.0,With Honors,1994,Comedy Drama
2121.0,Flesh and Bone,1993,Drama Mystery Romance
3327.0,Widows' Peak,1994,Drama
1870.0,For Love or Money,1993,Comedy
466.0,"Firm, The",1993,Drama Thriller
1402.0,Free Willy,1993,Adventure Children's Drama
1986.0,Fresh,1994,Drama
152.0,"Fugitive, The",1993,Action Thriller
2433.0,Geronimo: An American Legend,1993,Drama Western
155.0,"Getaway, The",1994,Action
2559.0,Getting Even with Dad,1994,Comedy
300.0,Go Fish,1994,Drama Romance
3171.0,"Good Man in Africa, A",1994,Action Adventure
1411.0,Guilty as Sin,1993,Crime Drama Thriller
2176.0,Hard Target,1993,Action Adventure Crime Thriller
474.0,Heaven & Earth,1993,Action Drama War
1089.0,Hot Shots! Part Deux,1993,Action Comedy War
1414.0,Live Nude Girls,1995,Comedy
1313.0,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",1995,Comedy Romance
1792.0,"House of the Spirits, The",1993,Drama Romance
3062.0,House Party 3,1994,Comedy
1424.0,"Hudsucker Proxy, The",1994,Comedy Romance
1425.0,I'll Do Anything,1994,Comedy Drama
1224.0,In the Army Now,1994,Comedy War
434.0,In the Line of Fire,1993,Action Thriller
1097.0,In the Name of the Father,1993,Drama
486.0,"Inkwell, The",1994,Comedy Drama
2268.0,What's Love Got to Do with It?,1993,Drama
3095.0,Jimmy Hollywood,1994,Comedy
2655.0,Judgment Night,1993,Action
114.0,Jurassic Park,1993,Action Adventure Sci-Fi
825.0,Kalifornia,1993,Drama Thriller
1993.0,Killing Zoe,1994,Thriller
2775.0,King of the Hill,1993,Drama
3035.0,Lassie,1994,Adventure Children's
1103.0,Last Action Hero,1993,Action Comedy
1875.0,Life with Mikey,1993,Comedy
1433.0,Lightning Jack,1994,Comedy Western
2824.0,M. Butterfly,1993,Drama
1797.0,Made in America,1993,Comedy
1690.0,Malice,1993,Thriller
1439.0,"Man Without a Face, The",1993,Drama
1802.0,Manhattan Murder Mystery,1993,Comedy Mystery
1108.0,Menace II Society,1993,Action Crime Drama
1483.0,Executive Decision,1996,Action Thriller
2827.0,In the Realm of the Senses (Ai no corrida),1976,Drama
1013.0,What Happened Was...,1994,Comedy Drama Romance
370.0,Much Ado About Nothing,1993,Comedy Romance
162.0,Mr. Jones,1993,Drama Romance
1442.0,Mr. Wonderful,1993,Comedy Romance
901.0,Mrs. Doubtfire,1993,Comedy
235.0,Naked,1993,Drama
2200.0,"Next Karate Kid, The",1994,Action Children's
982.0,"New Age, The",1994,Drama
2783.0,No Escape,1994,Action Sci-Fi
2889.0,North,1994,Comedy
236.0,Orlando,1993,Drama
1669.0,"Perfect World, A",1993,Action Drama
440.0,Philadelphia,1993,Drama
239.0,"Piano, The",1993,Drama Romance
450.0,Poetic Justice,1993,Drama
1391.0,"Program, The",1993,Action Drama
2502.0,Robert A. Heinlein's The Puppet Masters,1994,Horror Sci-Fi
1864.0,Radioland Murders,1994,Comedy Mystery Romance
1865.0,"Ref, The",1994,Comedy
107.0,"Remains of the Day, The",1993,Drama
1866.0,Renaissance Man,1994,Comedy Drama War
851.0,Rising Sun,1993,Action Drama Mystery
1392.0,"Road to Wellville, The",1994,Comedy
1979.0,Robocop 3,1993,Sci-Fi Thriller
700.0,Robin Hood: Men in Tights,1993,Comedy
1280.0,Romeo Is Bleeding,1993,Crime Thriller
1984.0,Romper Stomper,1992,Action Drama
2631.0,Ruby in Paradise,1993,Drama
464.0,Rudy,1993,Drama
2820.0,"Saint of Fort Washington, The",1993,Drama
3420.0,"Savage Nights (Nuits fauves, Les)",1992,Drama
24.0,Schindler's List,1993,Drama War
1456.0,"Scout, The",1994,Drama
526.0,Searching for Bobby Fischer,1993,Drama
3668.0,Second Best,1994,Drama
50.0,"Secret Garden, The",1993,Children's Drama
1088.0,Serial Mom,1994,Comedy Crime Horror
1871.0,"Shadow, The",1994,Action
1872.0,Shadowlands,1993,Drama Romance
2492.0,Short Cuts,1993,Drama
2214.0,"Simple Twist of Fate, A",1994,Drama
2892.0,Sirens,1994,Comedy Drama
476.0,Six Degrees of Separation,1993,Drama
730.0,Sleepless in Seattle,1993,Comedy Romance
1422.0,Sliver,1993,Thriller
744.0,Blade Runner,1982,Film-Noir Sci-Fi
745.0,Son in Law,1993,Comedy
746.0,So I Married an Axe Murderer,1993,Comedy Romance Thriller
2436.0,Striking Distance,1993,Action
3266.0,Harlem,1993,Drama
1095.0,Super Mario Bros.,1993,Action Adventure Children's Sci-Fi
2785.0,Surviving the Game,1994,Action Adventure Thriller
2503.0,Terminal Velocity,1994,Action
2515.0,Thirty-Two Short Films About Glenn Gould,1993,Documentary
1430.0,Threesome,1994,Comedy Romance
332.0,"Nightmare Before Christmas, The",1993,Children's Comedy Musical
194.0,"Three Musketeers, The",1993,Action Adventure Comedy
917.0,Tombstone,1993,Western
3263.0,Trial by Jury,1994,Thriller
496.0,True Romance,1993,Action Crime Romance
1288.0,"War Room, The",1993,Documentary
3565.0,Mamma Roma,1962,Drama
2204.0,"Pagemaster, The",1994,Action Adventure Animation Children's Fantasy
3370.0,"Paris, France",1993,Comedy
3567.0,"Beans of Egypt, Maine, The",1994,Drama
1998.0,Killer (Bulletproof Heart),1994,Thriller
366.0,Welcome to the Dollhouse,1995,Comedy Drama
3396.0,Germinal,1993,Drama
2621.0,Chasers,1994,Comedy
1590.0,Cronos,1992,Horror
1803.0,Naked in New York,1994,Comedy Romance
3422.0,Kika,1993,Drama
2229.0,Bhaji on the Beach,1993,Comedy Drama
428.0,Little Big League,1994,Children's Comedy
2899.0,"Slingshot, The (K̴disbellan )",1993,Comedy Drama
1893.0,"Wedding Gift, The",1994,Drama
3639.0,Foreign Student,1994,Drama
2749.0,"Ciao, Professore! (Io speriamo che me la cavo )",1993,Drama
2471.0,Spanking the Monkey,1994,Comedy Drama
1823.0,"Little Rascals, The",1994,Children's Comedy
3228.0,Fausto,1993,Comedy
2182.0,Andre,1994,Adventure Children's
3152.0,"Hour of the Pig, The",1993,Drama Mystery
3496.0,"Scorta, La",1993,Thriller
1897.0,Princess Caraboo,1994,Drama
246.0,"Celluloid Closet, The",1995,Documentary
3590.0,Metisse (Caf̩ au Lait),1993,Comedy
2247.0,Dear Diary (Caro Diario),1994,Comedy Drama
3658.0,I Don't Want to Talk About It (De eso no se habla),1993,Drama
1166.0,"Brady Bunch Movie, The",1995,Comedy
567.0,Home Alone,1990,Children's Comedy
568.0,Ghost,1990,Comedy Romance Thriller
34.0,Aladdin,1992,Animation Children's Comedy Musical
98.0,Terminator 2: Judgment Day,1991,Action Sci-Fi Thriller
124.0,Dances with Wolves,1990,Adventure Drama Western
